userid,college,status
nikanikiDoi9913,Centre College,accepted
nikanikiDoi9913,Siena College,pending
nikanikiDoi9913,Kennesaw State University,pending
nikanikiDoi9913,North Park University,accepted
nikanikiDoi9913,Idaho State University,accepted
olwenKalk1162,University of Richmond,pending
olwenKalk1162,The University of Alabama,denied
olwenKalk1162,Nova Southeastern University,denied
olwenKalk1162,Kennesaw State University,pending
olwenKalk1162,Texas Tech University,pending
olwenKalk1162,University of California-Santa Cruz,denied
olwenKalk1162,San Diego State University,pending
olwenKalk1162,Suffolk University,accepted
olwenKalk1162,Drexel University,pending
layneWalter8859,Illinois College,pending
layneWalter8859,Gettysburg College,pending
layneWalter8859,Eastern Washington University,wait-listed
layneWalter8859,Gannon University,pending
layneWalter8859,Suffolk University,pending
layneWalter8859,Nova Southeastern University,wait-listed
tiffieDrais9698,University of Illinois at Chicago,accepted
leighPalmore6116,North Park University,pending
leighPalmore6116,California State University-Fresno,accepted
leighPalmore6116,St Bonaventure University,pending
leighPalmore6116,California State University-Monterey Bay,pending
leighPalmore6116,University of Houston,accepted
leighPalmore6116,DePaul University,accepted
leighPalmore6116,The College of Saint Scholastica,denied
leighPalmore6116,Northwestern University,denied
leighPalmore6116,Lawrence Technological University,pending
leighPalmore6116,University of Hartford,pending
leighPalmore6116,Mount Holyoke College,pending
leighPalmore6116,Missouri University of Science and Technology,wait-listed
leighPalmore6116,American University,accepted
leighPalmore6116,Smith College,pending
leighPalmore6116,University of California-Santa Cruz,wait-listed
leighPalmore6116,Wagner College,accepted
leighPalmore6116,Idaho State University,pending
leighPalmore6116,Samford University,pending
jenaJuster2148,Drexel University,accepted
jenaJuster2148,American University,accepted
jenaJuster2148,Central Connecticut State University,pending
jenaJuster2148,Williams College,denied
jenaJuster2148,Merrimack College,pending
jenaJuster2148,Colorado College,pending
jenaJuster2148,New Jersey Institute of Technology,accepted
jenaJuster2148,Providence College,denied
jenaJuster2148,SUNY College of Environmental Science and Forestry,pending
jenaJuster2148,University of Arkansas,accepted
jenaJuster2148,Gordon College,accepted
clairNealey810,Temple University,pending
clairNealey810,University of Hartford,pending
clairNealey810,University of Central Florida,pending
clairNealey810,Saint Louis University,pending
clairNealey810,John Carroll University,pending
clairNealey810,William Jewell College,denied
clairNealey810,Northwestern University,denied
jayneTomasine4557,Salve Regina University,denied
jayneTomasine4557,San Diego State University,denied
jayneTomasine4557,Manhattan College,pending
jayneTomasine4557,University of Nevada-Las Vegas,pending
jayneTomasine4557,Florida Gulf Coast University,pending
jayneTomasine4557,Berry College,accepted
jayneTomasine4557,University of Central Florida,denied
jayneTomasine4557,Rochester Institute of Technology,denied
jayneTomasine4557,California State University-Monterey Bay,denied
jayneTomasine4557,Samford University,accepted
jayneTomasine4557,Colorado College,denied
jayneTomasine4557,Mercer University,pending
jayneTomasine4557,William Jewell College,denied
jayneTomasine4557,Rice University,pending
nadiyaKyrstin2332,New Jersey Institute of Technology,accepted
nadiyaKyrstin2332,California State University-East Bay,pending
nadiyaKyrstin2332,St Bonaventure University,wait-listed
nadiyaKyrstin2332,Smith College,accepted
nadiyaKyrstin2332,Franklin and Marshall College,pending
nadiyaKyrstin2332,SUNY College of Environmental Science and Forestry,pending
nadiyaKyrstin2332,Rochester Institute of Technology,pending
nadiyaKyrstin2332,Temple University,pending
nadiyaKyrstin2332,University of Maine,pending
nadiyaKyrstin2332,Wagner College,accepted
nadiyaKyrstin2332,Transylvania University,accepted
nadiyaKyrstin2332,Northwestern University,pending
nadiyaKyrstin2332,Massachusetts Institute of Technology,denied
nadiyaKyrstin2332,The University of Montana,pending
miguelaGoodyear9480,California State University-Monterey Bay,wait-listed
miguelaGoodyear9480,Missouri University of Science and Technology,pending
miguelaGoodyear9480,University of Arizona,accepted
miguelaGoodyear9480,Texas Tech University,accepted
miguelaGoodyear9480,Rice University,wait-listed
miguelaGoodyear9480,Merrimack College,accepted
miguelaGoodyear9480,The University of Alabama,pending
miguelaGoodyear9480,Stony Brook University,accepted
miguelaGoodyear9480,William Jewell College,pending
miguelaGoodyear9480,Carnegie Mellon University,denied
miguelaGoodyear9480,Smith College,denied
miguelaGoodyear9480,San Diego State University,pending
miguelaGoodyear9480,Centre College,pending
sheereeOthello4734,Washington & Jefferson College,denied
sheereeOthello4734,University of Richmond,pending
sheereeOthello4734,University of Alabama at Birmingham,accepted
casiLawton3020,Moravian College,wait-listed
casiLawton3020,Princeton University,pending
casiLawton3020,San Diego State University,denied
casiLawton3020,Mount Holyoke College,denied
casiLawton3020,Gannon University,accepted
casiLawton3020,The College of Wooster,pending
casiLawton3020,Kennesaw State University,accepted
casiLawton3020,St Bonaventure University,accepted
casiLawton3020,University of Central Florida,wait-listed
casiLawton3020,Missouri University of Science and Technology,accepted
casiLawton3020,Gordon College,pending
casiLawton3020,Manhattan College,pending
casiLawton3020,Providence College,accepted
casiLawton3020,Merrimack College,accepted
casiLawton3020,Centre College,pending
imojeanMapes50,University of Alabama at Birmingham,pending
imojeanMapes50,University of Richmond,denied
imojeanMapes50,Gordon College,pending
imojeanMapes50,Colgate University,pending
pamAvrit3036,Northwestern University,pending
pamAvrit3036,Iona College,accepted
pamAvrit3036,St Bonaventure University,accepted
pamAvrit3036,Illinois College,pending
pamAvrit3036,Drexel University,wait-listed
pamAvrit3036,Saint Louis University,pending
pamAvrit3036,Transylvania University,pending
pamAvrit3036,University of Houston,accepted
pamAvrit3036,Salve Regina University,pending
pamAvrit3036,Clarkson University,pending
pamAvrit3036,Gettysburg College,accepted
mauriziaFairfield7494,Reed College,accepted
mauriziaFairfield7494,University of Arizona,pending
mauriziaFairfield7494,Moravian College,pending
mauriziaFairfield7494,University of Maine,pending
paulinaGertrud6750,Stony Brook University,pending
paulinaGertrud6750,Kennesaw State University,pending
paulinaGertrud6750,Massachusetts Institute of Technology,pending
paulinaGertrud6750,University of Houston,pending
paulinaGertrud6750,Indiana University-Bloomington,pending
ardraMateo7225,The College of Saint Scholastica,accepted
ardraMateo7225,University of Nevada-Las Vegas,denied
ardraMateo7225,Iona College,accepted
ardraMateo7225,University of Richmond,pending
ardraMateo7225,Williams College,pending
ardraMateo7225,John Carroll University,pending
ardraMateo7225,Lawrence Technological University,accepted
ardraMateo7225,Texas Christian University,pending
ardraMateo7225,Stevenson University,accepted
ardraMateo7225,Hope College,pending
danetteTopping5984,Gettysburg College,pending
danetteTopping5984,California State University-Monterey Bay,accepted
shawnaSarine8025,University of Massachusetts-Amherst,pending
shawnaSarine8025,Moravian College,accepted
shawnaSarine8025,University of Houston,denied
shawnaSarine8025,Florida Gulf Coast University,pending
shawnaSarine8025,University of Delaware,denied
loniSisak6963,University of Alabama at Birmingham,accepted
loniSisak6963,Drexel University,pending
loniSisak6963,Wagner College,wait-listed
loniSisak6963,The University of Montana,pending
lucineLucrece5846,Texas Christian University,denied
lucineLucrece5846,Transylvania University,accepted
lucineLucrece5846,Manhattan College,accepted
lucineLucrece5846,California State University-Fresno,accepted
lucineLucrece5846,Nova Southeastern University,accepted
lucineLucrece5846,Hendrix College,accepted
sarineJim5679,Lawrence Technological University,pending
julianaCarthy8728,Lawrence Technological University,accepted
julianaCarthy8728,New Jersey Institute of Technology,accepted
julianaCarthy8728,Texas Tech University,pending
julianaCarthy8728,University of Arkansas,accepted
julianaCarthy8728,Drexel University,accepted
julianaCarthy8728,University of Richmond,accepted
julianaCarthy8728,Iona College,pending
julianaCarthy8728,Mississippi State University,pending
julianaCarthy8728,University of San Diego,pending
julianaCarthy8728,Franklin and Marshall College,accepted
julianaCarthy8728,Utah State University,pending
julianaCarthy8728,Providence College,pending
julianaCarthy8728,Stevenson University,accepted
julianaCarthy8728,Saint Louis University,accepted
julianaCarthy8728,Gannon University,pending
julianaCarthy8728,William Jewell College,pending
julianaCarthy8728,New York University,pending
emmiMilda264,University of Massachusetts-Amherst,wait-listed
emmiMilda264,Stevenson University,pending
emmiMilda264,University of Maine,pending
emmiMilda264,William Jewell College,pending
emmiMilda264,University of Illinois at Chicago,pending
emmiMilda264,University of California-Santa Cruz,pending
karalynnJoe7400,Samford University,accepted
karalynnJoe7400,University of Arizona,pending
karalynnJoe7400,The College of Wooster,pending
karalynnJoe7400,University of Massachusetts-Amherst,wait-listed
karalynnJoe7400,Salve Regina University,pending
karalynnJoe7400,University of San Diego,pending
karalynnJoe7400,Roger Williams University,pending
karalynnJoe7400,San Diego State University,denied
karalynnJoe7400,Clarkson University,pending
karalynnJoe7400,Nova Southeastern University,denied
malissaMarika231,University of California-Santa Barbara,denied
malissaMarika231,Illinois College,accepted
malissaMarika231,Temple University,pending
malissaMarika231,Nova Southeastern University,accepted
malissaMarika231,University of Hartford,accepted
malissaMarika231,University of Massachusetts-Amherst,pending
malissaMarika231,Fordham University,accepted
malissaMarika231,Hendrix College,pending
malissaMarika231,University of Nevada-Las Vegas,accepted
malissaMarika231,Massachusetts Institute of Technology,pending
malissaMarika231,Hope College,accepted
malissaMarika231,William Jewell College,denied
malissaMarika231,Williams College,pending
malissaMarika231,University of Alabama at Birmingham,pending
malissaMarika231,The College of Saint Scholastica,accepted
malissaMarika231,Merrimack College,accepted
mignonneTseng8556,University of Arkansas,pending
mignonneTseng8556,SUNY College of Environmental Science and Forestry,denied
mignonneTseng8556,University of Maine,wait-listed
mignonneTseng8556,John Carroll University,pending
mignonneTseng8556,DePauw University,pending
mignonneTseng8556,Rochester Institute of Technology,denied
mignonneTseng8556,Westmont College,accepted
cosetteSwithbart2878,University of Central Florida,pending
cosetteSwithbart2878,Drake University,accepted
cosetteSwithbart2878,DePaul University,pending
cosetteSwithbart2878,Moravian College,pending
cosetteSwithbart2878,Reed College,pending
cosetteSwithbart2878,Salve Regina University,accepted
cosetteSwithbart2878,California State University-East Bay,pending
cosetteSwithbart2878,California State University-Monterey Bay,pending
cosetteSwithbart2878,University of Nevada-Reno,accepted
cosetteSwithbart2878,Hendrix College,pending
cosetteSwithbart2878,Siena College,pending
jewellPatman7564,San Diego State University,accepted
jewellPatman7564,Berry College,denied
jewellPatman7564,University of Illinois at Chicago,wait-listed
jewellPatman7564,Smith College,pending
jewellPatman7564,Texas Christian University,denied
jewellPatman7564,Franklin and Marshall College,pending
jewellPatman7564,Rochester Institute of Technology,accepted
jewellPatman7564,University of Kentucky,pending
jewellPatman7564,Missouri University of Science and Technology,pending
catrinaMozart4062,University of Nevada-Las Vegas,pending
